"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard"
"Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs"
"6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564"
"6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564"
"6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564","6.01040764008564"
"5.65685424949237","5.65685424949237","5.65685424949237","5.65685424949237","10.5117719665624","10.5117719665624","0.801936532422373","0.801936532422373","5.65685424949237","5.65685424949237","10.5117719665624","0.801936532422373","5.65685424949237","5.65685424949237","5.65685424949237"
"6.71751442127219","6.71751442127219","6.71751442127219","6.71751442127219","6.71751442127219","6.71751442127219","6.71751442127219","6.71751442127219","6.71751442127219","6.71751442127219","6.71751442127219","6.71751442127219","6.71751442127219","6.71751442127219","6.71751442127219"
"9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","2.88070761547838","2.88070761547838","16.2111754765584","16.2111754765584","9.54594154601838","9.54594154601838","2.88070761547838","16.2111754765584","9.54594154601838","9.54594154601838","9.54594154601838"
"9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838"
"16.7891813350849","16.7891813350849","3.71691531932492","3.71691531932492","10.2530483272049","10.2530483272049","10.2530483272049","10.2530483272049","16.7891813350849","3.71691531932492","10.2530483272049","10.2530483272049","10.2530483272049","10.2530483272049","10.2530483272049"
"9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838","9.54594154601838"
"1.54643739903874","1.54643739903874","13.3028050058787","13.3028050058787","7.42462120245874","7.42462120245874","7.42462120245874","7.42462120245874","1.54643739903874","13.3028050058787","7.42462120245874","7.42462120245874","7.42462120245874","7.42462120245874","7.42462120245874"
"7.77817459305201","7.77817459305201","7.77817459305201","7.77817459305201","7.77817459305201","7.77817459305201","7.77817459305201","7.77817459305201","7.77817459305201","7.77817459305201","7.77817459305201","7.77817459305201","7.77817459305201","7.77817459305201","7.77817459305201"
"9.19238815542511","9.19238815542511","9.19238815542511","9.19238815542511","9.19238815542511","9.19238815542511","9.19238815542511","9.19238815542511","9.19238815542511","9.19238815542511","9.19238815542511","9.19238815542511","9.19238815542511","9.19238815542511","9.19238815542511"
"8.13172798364529","8.13172798364529","8.13172798364529","8.13172798364529","8.13172798364529","8.13172798364529","8.13172798364529","8.13172798364529","8.13172798364529","8.13172798364529","8.13172798364529","8.13172798364529","8.13172798364529","8.13172798364529","8.13172798364529"
