"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard"
"Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs"
"5.04975246918104","2.34520787991171","2.34520787991171","1.22474487139159","2.34520787991171","3.67423461417477","1.22474487139159","4.63680924774785","5.04975246918104","2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","5.22902660944912","2.52433779896214","4.25638860653102","4.14474466593544","5.22902660944912","3.46410161513775","6.92820323027551","4.77752568312365","5.48245655019803","5.94049830661296","6.14696991732955","8.27720029339598","8.07724884043886","10.199428568993","12.9235625337683"
"2.34520787991171","2.34520787991171","1.22474487139159","2.34520787991171","3.67423461417477","1.22474487139159","4.63680924774785","5.04975246918104","2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.3166247903554","2.52433779896214","3.46410161513775","6.84943347642242","2.52433779896214","6.92820323027551","4.77752568312365","3.46410161513775","4.13018425556337","7.29277060124762","6.68395586121801","5.8277105506128","8.07724884043886","8.84708416374952","11.9673106343209"
"2.34520787991171","1.22474487139159","2.34520787991171","3.67423461417477","1.22474487139159","4.63680924774785","5.04975246918104","2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","2.52433779896214","4.25638860653102","4.14474466593544","5.22902660944912","3.46410161513775","6.92820323027551","4.77752568312365","3.04547487555477","4.79469762269489","6.6282572341161","7.34846922834953","5.53169674426767","8.07724884043886","9.10765270204584","12.1515604147141"
"1.22474487139159","2.34520787991171","3.67423461417477","1.22474487139159","4.63680924774785","5.04975246918104","2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","4.18330013267038","2.52433779896214","3.46410161513775","6.84943347642242","2.52433779896214","6.92820323027551","4.77752568312365","3.46410161513775","5.13748936332014","4.23446611843483","6.6282572341161","8.27720029339598","6.08224330986061","7.68110534474223","10.1536599459285","12.6110834779038"
"2.34520787991171","3.67423461417477","1.22474487139159","4.63680924774785","5.04975246918104","2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","4.18330013267038","1.22474487139159","4.25638860653102","4.14474466593544","5.22902660944912","3.46410161513775","6.92820323027551","4.77752568312365","3.04547487555477","3.82406529533425","5.94049830661296","6.14696991732955","8.27720029339598","4.85749843846902","8.54713074852666","9.28763454214409","12.6110834779038"
"3.67423461417477","1.22474487139159","4.63680924774785","5.04975246918104","2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","4.18330013267038","1.22474487139159","1.22474487139159","3.46410161513775","6.84943347642242","2.52433779896214","6.92820323027551","4.77752568312365","3.46410161513775","5.13748936332014","1.73205080756888","7.29277060124762","6.68395586121801","5.8277105506128","4.85749843846902","9.88303806039891","7.55558373457521","12.3309677257737"
"1.22474487139159","4.63680924774785","5.04975246918104","2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","4.18330013267038","1.22474487139159","1.22474487139159","1.22474487139159","4.14474466593544","5.22902660944912","3.46410161513775","6.92820323027551","4.77752568312365","3.04547487555477","3.82406529533425","1.73205080756888","6.6282572341161","7.34846922834953","5.53169674426767","3.92876737342257","9.88303806039891","6.68955833079077","11.7185952900779"
"4.63680924774785","5.04975246918104","2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","4.18330013267038","1.22474487139159","1.22474487139159","1.22474487139159","1.22474487139159","6.84943347642242","2.52433779896214","6.92820323027551","4.77752568312365","3.46410161513775","5.13748936332014","1.73205080756888","1.73205080756888","6.6282572341161","8.27720029339598","6.08224330986061","2.44948974278318","10.5397500943919","6.03284629679782","11.7185952900779"
"5.04975246918104","2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","4.18330013267038","1.22474487139159","1.22474487139159","1.22474487139159","1.22474487139159","1.22474487139159","5.22902660944912","3.46410161513775","6.92820323027551","4.77752568312365","3.04547487555477","3.82406529533425","1.73205080756888","1.73205080756888","6.14696991732955","8.27720029339598","4.85749843846902","2.44948974278318","10.199428568993","5.16682089301339","10.8655791959889"
"2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","4.18330013267038","1.22474487139159","1.22474487139159","1.22474487139159","1.22474487139159","1.22474487139159","3.08220700148449","2.52433779896214","6.92820323027551","4.77752568312365","3.46410161513775","5.13748936332014","1.73205080756888","1.73205080756888","3.04547487555477","6.68395586121801","5.8277105506128","4.85749843846902","3.37822080782963","8.84708416374952","5.82353292700633","10.3736928290647"
"1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","4.18330013267038","1.22474487139159","1.22474487139159","1.22474487139159","1.22474487139159","1.22474487139159","3.08220700148449","1.22474487139159","3.46410161513775","6.92820323027551","4.77752568312365","3.04547487555477","3.82406529533425","1.73205080756888","1.73205080756888","3.04547487555477","7.34846922834953","5.53169674426767","3.92876737342257","3.37822080782963","9.10765270204584","5.16682089301339","10.0935770769347"
"3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","4.18330013267038","1.22474487139159","1.22474487139159","1.22474487139159","1.22474487139159","1.22474487139159","3.08220700148449","1.22474487139159","1.22474487139159","6.92820323027551","4.77752568312365","3.46410161513775","5.13748936332014","1.73205080756888","1.73205080756888","3.04547487555477","1.73205080756888","8.27720029339598","6.08224330986061","2.44948974278318","3.37822080782963","10.1536599459285","4.1208136491307","10.0935770769347"
"6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","4.18330013267038","1.22474487139159","1.22474487139159","1.22474487139159","1.22474487139159","1.22474487139159","3.08220700148449","1.22474487139159","1.22474487139159","3.08220700148449","6.92820323027551","4.77752568312365","3.04547487555477","3.82406529533425","1.73205080756888","1.73205080756888","3.04547487555477","3.04547487555477","8.27720029339598","4.85749843846902","2.44948974278318","4.30695187287608","9.28763454214409","4.77752568312365","9.94557017376213"
"3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","4.18330013267038","1.22474487139159","1.22474487139159","1.22474487139159","1.22474487139159","1.22474487139159","3.08220700148449","1.22474487139159","1.22474487139159","3.08220700148449","3.67423461417477","4.77752568312365","3.46410161513775","5.13748936332014","1.73205080756888","1.73205080756888","3.04547487555477","1.73205080756888","4.77752568312365","5.8277105506128","4.85749843846902","3.37822080782963","4.60296567922122","7.55558373457521","5.64355108690809","9.33319773806633"
