"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard"
"Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs"
"3.73205080756888","3.14626436994197","2.41421356237309","1","3.73205080756888","1","3.14626436994197","1","4.86370330515627","2.41421356237309","3.34606521495123","2.93185165257814","5.14626436994197","4.43915758875542","6.77791686752937"
"3.14626436994197","2.41421356237309","1","3.73205080756888","1","3.14626436994197","1","2.41421356237309","3.93185165257814","3.34606521495123","2.93185165257814","2.41421356237309","5.14626436994197","3.78023896615753","6.3119910412403"
"2.41421356237309","1","3.73205080756888","1","3.14626436994197","1","2.41421356237309","1","2.41421356237309","3.34606521495123","2.93185165257814","2.41421356237309","4.07313218497098","3.78023896615753","5.55317199613778"
"1","3.73205080756888","1","3.14626436994197","1","2.41421356237309","1","2.41421356237309","3.34606521495123","2.93185165257814","2.41421356237309","2.41421356237309","4.43915758875542","3.41421356237309","5.55317199613778"
"3.73205080756888","1","3.14626436994197","1","2.41421356237309","1","2.41421356237309","1","3.34606521495123","2.93185165257814","2.41421356237309","2.41421356237309","4.43915758875542","3.41421356237309","5.55317199613778"
"1","3.14626436994197","1","2.41421356237309","1","2.41421356237309","1","3.14626436994197","2.93185165257814","2.41421356237309","2.41421356237309","2.93185165257814","3.78023896615753","3.78023896615753","5.34606521495123"
"Ds","Ds","Ds","Ds","Ds","Ds","Ds","Ds","Ds","Ds","Ds","Ds","Ds","Ds","Ds"
"5.09524105384777","2.41421356237309","2.41421356237309","1","2.41421356237309","3.73205080756888","1","4.68555772028297","1.8957727197693","1","-0.931851652578137","-2.60608285646652","2.04762052692388","0.230353324829503","-0.321080894637678"
"2.41421356237309","2.41421356237309","1","2.41421356237309","3.73205080756888","1","4.68555772028297","5.09524105384777","0","-1","1.93185165257814","-0.289689863302781","0.707106781186547","-2.52437398328093","-2.21685361440698"
"2.41421356237309","1","2.41421356237309","3.73205080756888","1","4.68555772028297","5.09524105384777","2.41421356237309","1","-0.931851652578137","-2.60608285646652","1.8957727197693","-1.36602540378444","-0.911948447968948","-1.28500196182884"
"1","2.41421356237309","3.73205080756888","1","4.68555772028297","5.09524105384777","2.41421356237309","1","-1","1.93185165257814","-0.289689863302781","1","-0.658918622597891","3.18329260587882","-1.78500196182884"
"2.41421356237309","3.73205080756888","1","4.68555772028297","5.09524105384777","2.41421356237309","1","3.73205080756888","-0.931851652578137","-2.60608285646652","1.8957727197693","-1.93185165257814","0.230353324829503","1.38870190432599","-0.144844931651391"
"3.73205080756888","1","4.68555772028297","5.09524105384777","2.41421356237309","1","3.73205080756888","6.16227766016838","1.93185165257814","-0.289689863302781","1","-1.71842988729475","-2.52437398328093","-3.24005745268208","0.425787018181467"
"1","4.68555772028297","5.09524105384777","2.41421356237309","1","3.73205080756888","6.16227766016838","3.73205080756888","-2.60608285646652","1.8957727197693","-1.93185165257814","1.71842988729475","-0.911948447968948","-2.58113883008419","-0.506064634396668"
"4.68555772028297","5.09524105384777","2.41421356237309","1","3.73205080756888","6.16227766016838","3.73205080756888","3.14626436994197","-0.289689863302781","1","-1.71842988729475","0.414213562373095","3.18329260587882","1.5080066451132","-1.26488367949919"
"5.09524105384777","2.41421356237309","1","3.73205080756888","6.16227766016838","3.73205080756888","3.14626436994197","3.73205080756888","1.8957727197693","-1.93185165257814","1.71842988729475","-0.414213562373095","1.38870190432599","1.5080066451132","-1.60199928144338"
"2.41421356237309","1","3.73205080756888","6.16227766016838","3.73205080756888","3.14626436994197","3.73205080756888","1","1","-1.71842988729475","0.414213562373095","1.93185165257814","-3.24005745268208","1.07313218497099","0.600395898544854"
"1","3.73205080756888","6.16227766016838","3.73205080756888","3.14626436994197","3.73205080756888","1","3.14626436994197","-1.93185165257814","1.71842988729475","-0.414213562373095","-1.51763809020504","-2.58113883008419","1.36602540378444","1.27342850602047"
"3.73205080756888","6.16227766016838","3.73205080756888","3.14626436994197","3.73205080756888","1","3.14626436994197","4.23606797749979","-1.71842988729475","0.414213562373095","1.93185165257814","-0.770607521065696","1.5080066451132","-1.32514076993644","1.64694379059014"
"6.16227766016838","3.73205080756888","3.14626436994197","3.73205080756888","1","3.14626436994197","4.23606797749979","1","1.71842988729475","-0.414213562373095","-1.51763809020504","2.28824561127074","1.5080066451132","-0.544901803778909","2.61286961687921"
"3.73205080756888","3.14626436994197","3.73205080756888","1","3.14626436994197","4.23606797749979","1","1","0.414213562373095","1.93185165257814","-0.770607521065696","0","1.07313218497099","2.69116617372088","0.787728846942767"
"3.14626436994197","3.73205080756888","1","3.14626436994197","4.23606797749979","1","1","1","-0.414213562373095","-1.51763809020504","2.28824561127074","0","1.36602540378444","1.61803398874989","1.33944111085874"
"3.73205080756888","1","3.14626436994197","4.23606797749979","1","1","1","1","1.93185165257814","-0.770607521065696","0","0","-1.32514076993644","0","2.86886767702696"
"1","3.14626436994197","4.23606797749979","1","1","1","1","1","-1.51763809020504","2.28824561127074","0","0","-0.544901803778909","0","1.90294185073789"
"3.14626436994197","4.23606797749979","1","1","1","1","1","3.14626436994197","-0.770607521065696","0","0","-1.51763809020504","2.69116617372088","-1.07313218497099","1.14412280563537"
"4.23606797749979","1","1","1","1","1","3.14626436994197","1","2.28824561127074","0","0","1.51763809020504","1.61803398874989","-1.07313218497099","0.385303760532847"
"1","1","1","1","1","3.14626436994197","1","1","0","0","-1.51763809020504","0","0","1.07313218497099","-0.758819045102521"
"1","1","1","1","3.14626436994197","1","1","3.14626436994197","0","0","1.51763809020504","-1.51763809020504","0","0","-1.51763809020504"
"1","1","1","3.14626436994197","1","1","3.14626436994197","3.73205080756888","0","-1.51763809020504","0","-0.414213562373095","-1.07313218497099","-2.43915758875542","-0.965925826289068"
"1","1","3.14626436994197","1","1","3.14626436994197","3.73205080756888","6.78072640549315","0","1.51763809020504","-1.51763809020504","-2.15573918893021","-1.07313218497099","-3.18325642156003","-3.00972124704324"
"1","3.14626436994197","1","1","3.14626436994197","3.73205080756888","6.78072640549315","4.68555772028297","-1.51763809020504","0","-0.414213562373095","1.48150798504183","1.07313218497099","-2.29398447413263","-4.3127626752765"
"3.14626436994197","1","1","3.14626436994197","3.73205080756888","6.78072640549315","4.68555772028297","3.73205080756888","1.51763809020504","-1.51763809020504","-2.15573918893021","0.674231203888383","0","1.04758434260509","-3.76105041136053"
"1","1","3.14626436994197","3.73205080756888","6.78072640549315","4.68555772028297","3.73205080756888","3.14626436994197","0","-0.414213562373095","1.48150798504183","0.414213562373095","-2.43915758875542","2.29398447413263","-3.34683684898743"
"1","3.14626436994197","3.73205080756888","6.78072640549315","4.68555772028297","3.73205080756888","3.14626436994197","4.23606797749979","-1.51763809020504","-2.15573918893021","0.674231203888383","-0.770607521065696","-3.18325642156003","0.517638090205042","-0.403368813114455"
"3.14626436994197","3.73205080756888","6.78072640549315","4.68555772028297","3.73205080756888","3.14626436994197","4.23606797749979","3.14626436994197","-0.414213562373095","1.48150798504183","0.414213562373095","0.770607521065696","-2.29398447413263","-0.252008584965456","1.44389499824954"
"3.73205080756888","6.78072640549315","4.68555772028297","3.73205080756888","3.14626436994197","4.23606797749979","3.14626436994197","1","-2.15573918893021","0.674231203888383","-0.770607521065696","1.51763809020504","1.04758434260509","1.61803398874989","2.61692760572516"
"6.78072640549315","4.68555772028297","3.73205080756888","3.14626436994197","4.23606797749979","3.14626436994197","1","2.41421356237309","1.48150798504183","0.414213562373095","0.770607521065696","-1","2.29398447413263","1.98405939253433","2.66863986964113"
"4.68555772028297","3.73205080756888","3.14626436994197","4.23606797749979","3.14626436994197","1","2.41421356237309","3.14626436994197","0.674231203888383","-0.770607521065696","1.51763809020504","-0.517638090205042","0.517638090205042","-0.707106781186547","2.15427101505517"
"3.73205080756888","3.14626436994197","4.23606797749979","3.14626436994197","1","2.41421356237309","3.14626436994197","1","0.414213562373095","0.770607521065696","-1","1.51763809020504","-0.252008584965456","-0.366025403784439","2.36886767702696"
"3.14626436994197","4.23606797749979","3.14626436994197","1","2.41421356237309","3.14626436994197","1","2.41421356237309","-0.770607521065696","1.51763809020504","-0.517638090205042","-1","1.61803398874989","1.07313218497099","0.902941850737889"
"4.23606797749979","3.14626436994197","1","2.41421356237309","3.14626436994197","1","2.41421356237309","3.73205080756888","0.770607521065696","-1","1.51763809020504","-0.931851652578137","1.98405939253433","-1","0.1781969793463"
"3.14626436994197","1","2.41421356237309","3.14626436994197","1","2.41421356237309","3.73205080756888","1","1.51763809020504","-0.517638090205042","-1","1.93185165257814","-0.707106781186547","-0.658918622597891","0.551712263915974"
"1","2.41421356237309","3.14626436994197","1","2.41421356237309","3.73205080756888","1","2.41421356237309","-1","1.51763809020504","-0.931851652578137","-1","-0.366025403784439","1.36602540378444","-0.707106781186547"
"2.41421356237309","3.14626436994197","1","2.41421356237309","3.73205080756888","1","2.41421356237309","5.09524105384777","-0.517638090205042","-1","1.93185165257814","-1.8957727197693","1.07313218497099","-1.38870190432599","-1.1549931410712"
"3.14626436994197","1","2.41421356237309","3.73205080756888","1","2.41421356237309","5.09524105384777","3.14626436994197","1.51763809020504","-0.931851652578137","-1","1.37813462956426","-1","-2.41364593070832","-0.481960533595582"
"1","2.41421356237309","3.73205080756888","1","2.41421356237309","5.09524105384777","3.14626436994197","1","-1","1.93185165257814","-1.8957727197693","1.51763809020504","-0.658918622597891","1.68159512313945","-1.2407795786981"
"2.41421356237309","3.73205080756888","1","2.41421356237309","5.09524105384777","3.14626436994197","1","4.68555772028297","-0.931851652578137","-1","1.37813462956426","-2.60608285646652","1.36602540378444","1.27797385175339","-1.54382100693136"
"3.73205080756888","1","2.41421356237309","5.09524105384777","3.14626436994197","1","4.68555772028297","6.47890245052378","1.93185165257814","-1.8957727197693","1.51763809020504","-1.26808621975844","-1.38870190432599","-3.50909790043239","-1.08513282527454"
"1","2.41421356237309","5.09524105384777","3.14626436994197","1","4.68555772028297","6.47890245052378","3.73205080756888","-1","1.37813462956426","-2.60608285646652","1.94231742364682","-2.41364593070832","-2.26269776890484","-1.49934638764763"
"2.41421356237309","5.09524105384777","3.14626436994197","1","4.68555772028297","6.47890245052378","3.73205080756888","3.73205080756888","-1.8957727197693","1.51763809020504","-1.26808621975844","0","1.68159512313945","1.8501792778345","-2.4652722139367"
"5.09524105384777","3.14626436994197","1","4.68555772028297","6.47890245052378","3.73205080756888","3.73205080756888","3.14626436994197","1.37813462956426","-2.60608285646652","1.94231742364682","0.414213562373095","1.27797385175339","1.6663190402909","-1.11800840257271"
"3.14626436994197","1","4.68555772028297","6.47890245052378","3.73205080756888","3.73205080756888","3.14626436994197","2.41421356237309","1.51763809020504","-1.26808621975844","0","0.517638090205042","-3.50909790043239","0.951811841411343","0.808274313767602"
"1","4.68555772028297","6.47890245052378","3.73205080756888","3.73205080756888","3.14626436994197","2.41421356237309","1","-2.60608285646652","1.94231742364682","0.414213562373095","1","-2.26269776890484","1.73205080756888","1.98130692124322"
"4.68555772028297","6.47890245052378","3.73205080756888","3.73205080756888","3.14626436994197","2.41421356237309","1","3.73205080756888","-1.26808621975844","0","0.517638090205042","-1.93185165257814","1.8501792778345","0.414213562373095","2.94723274753229"
"6.47890245052378","3.73205080756888","3.73205080756888","3.14626436994197","2.41421356237309","1","3.73205080756888","1","1.94231742364682","0.414213562373095","1","1.93185165257814","1.6663190402909","-0.658918622597891","3.16182940950407"
"3.73205080756888","3.73205080756888","3.14626436994197","2.41421356237309","1","3.73205080756888","1","3.14626436994197","0","0.517638090205042","-1.93185165257814","-1.51763809020504","0.951811841411343","0.292893218813452","1.46592582628907"
"3.73205080756888","3.14626436994197","2.41421356237309","1","3.73205080756888","1","3.14626436994197","1","0.414213562373095","1","1.93185165257814","1.51763809020504","1.73205080756888","0.292893218813452","0.5"
"3.14626436994197","2.41421356237309","1","3.73205080756888","1","3.14626436994197","1","2.41421356237309","0.517638090205042","-1.93185165257814","-1.51763809020504","-1","0.414213562373095","0.366025403784439","0.965925826289067"
"2.41421356237309","1","3.73205080756888","1","3.14626436994197","1","2.41421356237309","1","1","1.93185165257814","1.51763809020504","1","-0.658918622597891","0.366025403784439","0.207106781186547"
"1","3.73205080756888","1","3.14626436994197","1","2.41421356237309","1","2.41421356237309","-1.93185165257814","-1.51763809020504","-1","-1","0.292893218813452","0","0.724744871391589"
"3.73205080756888","1","3.14626436994197","1","2.41421356237309","1","2.41421356237309","1","1.93185165257814","1.51763809020504","1","1","0.292893218813452","0","0.724744871391589"
"1","3.14626436994197","1","2.41421356237309","1","2.41421356237309","1","3.14626436994197","-1.51763809020504","-1","-1","-1.51763809020504","0.366025403784439","-0.366025403784439","0"
"Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds","Denoise_Ds"
"5.09524105384777","2.41421356237309","2.41421356237309","1","2.41421356237309","3.73205080756888","1","4.68555772028297","0","0","0","-2.60608285646652","2.04762052692388","0","0"
"2.41421356237309","2.41421356237309","1","2.41421356237309","3.73205080756888","1","4.68555772028297","5.09524105384777","0","0","0","0","0","-2.52437398328093","-2.21685361440698"
"2.41421356237309","1","2.41421356237309","3.73205080756888","1","4.68555772028297","5.09524105384777","2.41421356237309","0","0","-2.60608285646652","0","0","0","0"
"1","2.41421356237309","3.73205080756888","1","4.68555772028297","5.09524105384777","2.41421356237309","1","0","0","0","0","0","3.18329260587882","0"
"2.41421356237309","3.73205080756888","1","4.68555772028297","5.09524105384777","2.41421356237309","1","3.73205080756888","0","-2.60608285646652","0","0","0","0","0"
"3.73205080756888","1","4.68555772028297","5.09524105384777","2.41421356237309","1","3.73205080756888","6.16227766016838","0","0","0","0","-2.52437398328093","-3.24005745268208","0"
"1","4.68555772028297","5.09524105384777","2.41421356237309","1","3.73205080756888","6.16227766016838","3.73205080756888","-2.60608285646652","0","0","0","0","-2.58113883008419","0"
"4.68555772028297","5.09524105384777","2.41421356237309","1","3.73205080756888","6.16227766016838","3.73205080756888","3.14626436994197","0","0","0","0","3.18329260587882","0","0"
"5.09524105384777","2.41421356237309","1","3.73205080756888","6.16227766016838","3.73205080756888","3.14626436994197","3.73205080756888","0","0","0","0","0","0","0"
"2.41421356237309","1","3.73205080756888","6.16227766016838","3.73205080756888","3.14626436994197","3.73205080756888","1","0","0","0","0","-3.24005745268208","0","0"
"1","3.73205080756888","6.16227766016838","3.73205080756888","3.14626436994197","3.73205080756888","1","3.14626436994197","0","0","0","0","-2.58113883008419","0","0"
"3.73205080756888","6.16227766016838","3.73205080756888","3.14626436994197","3.73205080756888","1","3.14626436994197","4.23606797749979","0","0","0","0","0","0","0"
"6.16227766016838","3.73205080756888","3.14626436994197","3.73205080756888","1","3.14626436994197","4.23606797749979","1","0","0","0","2.28824561127074","0","0","2.61286961687921"
"3.73205080756888","3.14626436994197","3.73205080756888","1","3.14626436994197","4.23606797749979","1","1","0","0","0","0","0","2.69116617372088","0"
"3.14626436994197","3.73205080756888","1","3.14626436994197","4.23606797749979","1","1","1","0","0","2.28824561127074","0","0","0","0"
"3.73205080756888","1","3.14626436994197","4.23606797749979","1","1","1","1","0","0","0","0","0","0","2.86886767702696"
"1","3.14626436994197","4.23606797749979","1","1","1","1","1","0","2.28824561127074","0","0","0","0","0"
"3.14626436994197","4.23606797749979","1","1","1","1","1","3.14626436994197","0","0","0","0","2.69116617372088","0","0"
"4.23606797749979","1","1","1","1","1","3.14626436994197","1","2.28824561127074","0","0","0","0","0","0"
"1","1","1","1","1","3.14626436994197","1","1","0","0","0","0","0","0","0"
"1","1","1","1","3.14626436994197","1","1","3.14626436994197","0","0","0","0","0","0","0"
"1","1","1","3.14626436994197","1","1","3.14626436994197","3.73205080756888","0","0","0","0","0","-2.43915758875542","0"
"1","1","3.14626436994197","1","1","3.14626436994197","3.73205080756888","6.78072640549315","0","0","0","-2.15573918893021","0","-3.18325642156003","-3.00972124704324"
"1","3.14626436994197","1","1","3.14626436994197","3.73205080756888","6.78072640549315","4.68555772028297","0","0","0","0","0","-2.29398447413263","-4.3127626752765"
"3.14626436994197","1","1","3.14626436994197","3.73205080756888","6.78072640549315","4.68555772028297","3.73205080756888","0","0","-2.15573918893021","0","0","0","-3.76105041136053"
"1","1","3.14626436994197","3.73205080756888","6.78072640549315","4.68555772028297","3.73205080756888","3.14626436994197","0","0","0","0","-2.43915758875542","2.29398447413263","-3.34683684898743"
"1","3.14626436994197","3.73205080756888","6.78072640549315","4.68555772028297","3.73205080756888","3.14626436994197","4.23606797749979","0","-2.15573918893021","0","0","-3.18325642156003","0","0"
