"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard","hard"
"Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs","Cs"
"5.04975246918104","2.34520787991171","2.34520787991171","1.22474487139159","2.34520787991171","3.67423461417477","1.22474487139159","4.63680924774785","5.22902660944912","2.52433779896214","4.25638860653102","4.14474466593544","5.48245655019803","5.94049830661296","8.07724884043886"
"2.34520787991171","2.34520787991171","1.22474487139159","2.34520787991171","3.67423461417477","1.22474487139159","4.63680924774785","5.04975246918104","3.3166247903554","2.52433779896214","3.46410161513775","6.84943347642242","4.13018425556337","7.29277060124762","8.07724884043886"
"2.34520787991171","1.22474487139159","2.34520787991171","3.67423461417477","1.22474487139159","4.63680924774785","5.04975246918104","2.34520787991171","2.52433779896214","4.25638860653102","4.14474466593544","5.22902660944912","4.79469762269489","6.6282572341161","8.07724884043886"
"1.22474487139159","2.34520787991171","3.67423461417477","1.22474487139159","4.63680924774785","5.04975246918104","2.34520787991171","1.22474487139159","2.52433779896214","3.46410161513775","6.84943347642242","2.52433779896214","4.23446611843483","6.6282572341161","7.68110534474223"
"2.34520787991171","3.67423461417477","1.22474487139159","4.63680924774785","5.04975246918104","2.34520787991171","1.22474487139159","3.67423461417477","4.25638860653102","4.14474466593544","5.22902660944912","3.46410161513775","5.94049830661296","6.14696991732955","8.54713074852666"
"3.67423461417477","1.22474487139159","4.63680924774785","5.04975246918104","2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.46410161513775","6.84943347642242","2.52433779896214","6.92820323027551","7.29277060124762","6.68395586121801","9.88303806039891"
"1.22474487139159","4.63680924774785","5.04975246918104","2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","4.14474466593544","5.22902660944912","3.46410161513775","6.92820323027551","6.6282572341161","7.34846922834953","9.88303806039891"
"4.63680924774785","5.04975246918104","2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","6.84943347642242","2.52433779896214","6.92820323027551","4.77752568312365","6.6282572341161","8.27720029339598","10.5397500943919"
"5.04975246918104","2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","5.22902660944912","3.46410161513775","6.92820323027551","4.77752568312365","6.14696991732955","8.27720029339598","10.199428568993"
"2.34520787991171","1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","2.52433779896214","6.92820323027551","4.77752568312365","3.46410161513775","6.68395586121801","5.8277105506128","8.84708416374952"
"1.22474487139159","3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","3.46410161513775","6.92820323027551","4.77752568312365","3.04547487555477","7.34846922834953","5.53169674426767","9.10765270204584"
"3.67423461417477","6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","4.18330013267038","6.92820323027551","4.77752568312365","3.46410161513775","5.13748936332014","8.27720029339598","6.08224330986061","10.1536599459285"
"6.12372435695795","3.67423461417477","3.08220700148449","3.67423461417477","1.22474487139159","3.08220700148449","4.18330013267038","1.22474487139159","6.92820323027551","4.77752568312365","3.04547487555477","3.82406529533425","8.27720029339598","4.85749843846902","9.28763454214409"
